0,0,0,0,0,0,100,0,0,0,2,15,0,4,12,2,4,17,5,0,10,8,0,0,0
37,13,0,0,42,0,2,3,2,11,5,0,4,17,9,0,11,14,9,4,4,1,6,3,0
24,50,0,0,11,13,0,0,0,2,0,0,10,4,3,0,8,10,2,2,3,14,3,5,0
0,0,6,28,4,0,0,60,1,0,8,13,4,6,7,3,0,0,17,8,2,4,7,6,0
88,0,0,0,8,0,0,2,7,6,0,5,13,0,13,2,8,3,8,6,7,6,5,6,1
88,0,0,0,11,0,0,0,1,7,7,1,4,8,7,4,8,13,8,7,1,6,11,7,0
3,0,0,0,92,0,0,4,9,5,6,12,0,6,5,3,4,5,8,8,6,7,8,8,0
14,0,0,0,85,0,0,0,10,5,1,9,3,2,5,13,0,1,4,7,5,1,6,2,0
72,0,0,0,27,0,0,0,9,6,1,0,4,8,3,0,0,14,1,0,0,5,0,13,0
100,0,0,0,0,0,0,0,12,0,7,3,9,0,9,6,0,0,9,2,1,0,10,15,1
100,0,0,0,0,0,0,0,0,6,4,9,0,7,6,1,3,7,7,1,1,4,3,1,0
66,0,0,0,33,0,0,0,7,0,6,3,2,1,0,0,0,1,0,3,1,3,7,14,0
8,0,70,3,0,0,12,5,0,9,1,0,10,11,10,0,2,11,11,7,0,1,12,1,1
37,0,0,0,62,0,0,0,0,2,1,5,4,16,6,2,5,8,5,0,3,7,1,0,0
0,0,18,0,0,0,81,0,0,6,8,0,0,5,6,2,1,3,1,0,0,8,3,0,0
0,18,30,5,15,0,10,20,0,2,1,1,2,4,4,1,7,0,2,3,0,4,14,8,0
53,32,0,0,14,0,0,0,16,16,0,0,7,9,4,0,4,11,1,5,4,4,4,5,0
2,0,0,0,9,47,40,0,0,7,2,1,7,14,1,8,16,6,0,0,2,5,0,0,0
69,0,0,0,30,0,0,0,4,4,10,0,2,0,11,4,1,4,7,2,12,3,13,8,0
0,37,54,0,0,0,0,8,2,7,6,3,2,7,1,11,0,12,1,4,0,3,2,1,0
79,0,0,3,14,2,0,0,1,1,8,3,4,4,14,2,10,1,9,0,7,0,7,0,1
74,0,0,0,18,0,6,0,7,15,1,4,10,0,11,15,0,0,12,1,0,0,8,1,1
47,0,0,0,52,0,0,0,1,8,5,1,0,0,0,1,0,0,0,0,0,1,1,0,0
78,0,0,0,17,0,4,0,10,15,3,4,9,0,7,12,0,0,12,2,0,0,8,1,1
0,86,0,0,0,0,0,13,2,6,4,14,8,0,2,11,5,3,4,1,1,0,1,1,0
82,0,0,0,17,0,0,0,5,8,8,12,0,2,4,6,8,6,7,15,5,1,4,9,0
17,0,33,21,14,2,8,1,6,1,3,3,9,9,7,5,9,3,10,7,9,3,3,13,0
42,26,5,0,18,6,0,0,7,7,15,2,2,1,17,3,1,3,16,1,3,13,8,0,1
7,4,22,16,23,2,21,1,2,4,2,8,8,12,8,6,13,7,3,0,0,7,11,9,1
37,0,21,0,41,0,0,0,6,0,0,2,7,1,7,2,11,6,6,8,5,9,16,8,0
0,6,0,0,0,84,8,0,0,2,3,0,5,4,10,3,5,8,11,1,1,1,0,0,0
28,5,19,8,13,6,9,9,1,1,7,7,8,8,4,11,4,11,8,6,5,0,12,7,1
23,0,26,0,41,2,5,0,11,2,14,10,4,7,2,10,2,0,9,0,1,8,14,6,0
79,20,0,0,0,0,0,0,4,5,0,1,8,6,0,0,7,5,0,1,6,8,0,6,0
66,0,0,0,33,0,0,0,4,8,6,8,10,2,8,0,3,1,2,7,7,9,7,7,0
0,0,0,0,100,0,0,0,1,4,5,2,1,2,6,4,4,11,12,5,0,0,2,3,0
59,0,0,0,40,0,0,0,7,0,1,0,17,3,0,2,17,1,0,2,2,0,0,18,0
9,2,22,0,0,0,62,3,3,17,7,5,11,11,8,8,5,6,6,2,0,3,1,0,1
0,0,0,0,100,0,0,0,2,8,3,0,11,4,0,0,3,2,0,0,0,0,3,0,0
57,4,0,0,32,0,0,5,10,9,0,10,7,2,2,8,10,3,0,0,0,7,0,14,0
3,0,19,0,0,0,69,6,0,5,11,0,0,6,4,2,0,3,0,0,0,5,4,0,0
97,0,0,0,2,0,0,0,1,3,2,6,0,4,8,4,1,5,6,16,5,1,4,14,1
71,0,3,12,3,0,7,0,10,1,5,2,12,0,1,0,6,0,2,4,10,1,1,5,0
0,0,0,25,0,0,8,65,0,9,3,3,0,7,9,13,11,5,11,1,0,3,6,0,1
28,0,0,0,21,10,36,2,0,1,0,13,5,13,9,9,4,8,10,9,3,7,6,3,0
5,6,29,16,39,1,1,0,4,6,7,1,20,14,5,5,1,1,11,11,0,0,2,12,0
29,2,2,0,10,6,36,12,3,7,6,1,3,10,18,1,7,7,11,2,13,7,2,2,0
0,66,5,0,23,0,0,4,9,1,12,8,6,9,11,7,1,2,6,7,0,0,0,2,1
83,0,0,0,16,0,0,0,18,0,7,11,11,8,9,4,0,6,6,1,0,0,0,1,0
0,34,62,0,0,3,0,0,1,6,6,0,13,17,14,1,2,11,11,6,0,2,2,1,1
52,0,0,0,47,0,0,0,0,16,4,2,4,10,0,1,8,0,0,0,9,1,0,0,0
0,0,0,0,0,0,0,100,0,0,0,0,2,2,3,2,0,0,1,0,1,1,0,1,0
5,0,0,5,28,0,0,59,0,12,0,0,0,9,4,3,8,6,11,2,4,1,6,1,0
1,0,5,5,0,0,7,79,5,11,12,0,7,8,11,1,5,8,9,0,1,3,0,0,0
88,0,2,1,7,0,0,0,8,17,9,0,5,12,10,5,2,5,8,1,0,0,5,13,0
0,5,5,0,0,54,35,0,4,2,1,6,13,2,7,2,8,8,14,6,2,13,2,0,0
0,0,36,25,24,0,12,0,1,0,0,0,29,6,2,2,8,9,5,8,0,3,1,2,0
0,79,0,0,20,0,0,0,3,3,0,1,1,2,0,0,1,2,1,0,8,14,12,0,0
100,0,0,0,0,0,0,0,6,4,6,5,6,6,8,4,6,11,13,3,2,5,2,2,0
6,0,0,0,0,0,0,93,0,4,8,0,4,4,7,2,6,1,8,1,3,2,13,0,0
41,0,0,0,58,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,1,1,0,1,0
0,89,2,0,0,0,0,7,3,4,8,8,9,3,15,8,1,8,10,10,0,7,1,3,1
88,0,0,0,11,0,0,0,6,1,0,13,6,2,2,14,2,0,4,3,4,0,3,10,0
87,1,0,0,11,0,0,0,3,2,9,6,6,3,8,14,6,6,11,11,2,4,5,4,0
0,11,0,0,0,0,88,0,0,2,10,2,0,6,7,0,8,8,7,0,0,5,1,0,0
0,100,0,0,0,0,0,0,1,3,2,0,0,4,2,5,0,5,5,9,0,1,2,5,0
0,0,68,0,0,31,0,0,0,3,5,0,6,12,9,1,2,10,8,11,0,3,11,0,0
95,0,4,0,0,0,0,0,2,3,4,5,0,6,1,10,0,6,1,3,2,3,9,2,0
90,5,4,0,0,0,0,0,5,2,0,2,5,5,2,0,5,4,1,2,12,8,1,0,0
83,2,1,0,8,1,1,0,10,1,12,2,8,6,8,5,4,2,14,1,13,4,9,1,1
81,0,0,0,18,0,0,0,14,1,5,2,20,6,3,2,0,0,4,2,0,1,5,15,1
83,0,0,0,16,0,0,0,0,16,6,3,12,2,8,5,4,1,9,2,2,4,8,18,1
67,0,0,2,30,0,0,0,10,3,4,1,8,10,1,3,8,11,0,2,7,15,3,14,0
16,0,0,0,26,0,56,0,0,0,8,15,0,0,0,1,2,9,3,1,18,7,2,6,0
25,0,0,30,30,12,0,0,4,0,2,0,11,5,0,2,3,0,0,1,8,1,3,13,0
95,0,0,0,4,0,0,0,2,4,7,4,8,3,7,11,5,6,8,11,5,3,6,10,0
0,70,0,29,0,0,0,0,1,6,1,1,0,5,2,0,0,7,6,2,0,1,4,3,0
0,14,76,0,0,2,7,0,0,8,0,0,6,14,12,0,16,6,9,2,10,11,6,0,1
0,0,51,0,0,7,41,0,0,4,3,0,7,9,8,3,2,7,9,7,0,5,9,0,1
3,13,64,0,0,7,7,2,3,8,11,2,10,5,14,1,5,7,5,9,0,0,0,4,0
15,34,26,0,2,0,0,20,1,8,9,4,0,1,6,9,0,0,9,15,0,1,6,9,0
0,0,82,6,0,0,0,10,3,13,7,0,6,6,7,9,16,7,5,1,0,8,12,0,0
89,0,0,0,3,0,0,6,13,1,8,3,5,0,10,5,4,0,13,5,11,0,12,10,1
74,0,0,0,25,0,0,0,5,6,1,2,4,6,0,0,3,4,0,0,3,1,0,0,0
82,0,0,0,17,0,0,0,1,4,10,8,4,1,7,6,4,3,1,13,3,3,0,1,0
0,0,0,0,100,0,0,0,2,2,4,1,0,0,6,1,0,1,9,0,1,0,1,4,0
73,0,0,0,26,0,0,0,0,0,3,1,3,2,2,0,7,9,4,3,5,11,1,6,0
0,0,0,0,100,0,0,0,1,5,3,0,2,5,7,0,1,2,7,6,0,18,9,1,0
71,0,0,0,0,0,0,28,5,5,9,6,3,1,7,6,0,0,2,8,3,0,3,5,0
0,0,35,0,0,0,64,0,0,0,4,1,0,1,2,3,2,5,2,10,0,3,4,4,0
92,0,0,0,7,0,0,0,7,2,5,0,0,1,11,0,0,0,3,0,0,1,13,6,0
0,80,0,0,6,12,0,0,9,6,5,0,4,9,9,0,0,0,7,0,0,6,9,0,1
0,0,23,0,0,0,76,0,0,6,11,0,1,4,4,2,1,3,3,0,0,6,2,0,0
57,0,0,0,42,0,0,0,6,0,3,4,14,0,2,3,15,0,0,2,4,1,3,15,0
75,0,0,0,21,0,0,3,12,2,11,7,5,5,5,9,5,7,6,5,10,0,5,6,0
12,12,16,7,9,6,9,25,1,5,0,0,1,4,1,1,5,3,2,5,6,0,11,1,1
0,82,10,0,0,7,0,0,11,12,0,0,1,10,10,1,0,3,8,0,0,5,4,0,0
39,11,3,0,41,0,0,3,2,3,4,4,5,8,11,2,8,11,5,7,5,10,2,13,0
8,85,0,0,5,0,0,0,10,2,4,0,14,8,4,1,4,10,4,2,0,8,3,5,1
41,0,0,0,58,0,0,0,8,7,7,8,7,8,9,2,9,9,12,3,4,1,4,2,0
76,0,12,0,11,0,0,0,10,8,8,0,11,6,3,1,10,8,6,3,0,4,8,14,0
57,0,0,0,32,0,10,0,1,4,17,1,8,14,15,3,4,1,9,6,0,0,4,13,0
60,15,0,0,9,8,2,2,10,12,2,2,9,9,4,2,3,12,4,4,5,14,0,2,0
26,42,7,0,22,0,0,0,11,11,2,0,22,14,0,1,6,1,2,1,3,14,11,1,0
1,0,0,0,0,18,72,6,0,0,4,1,0,5,13,19,1,9,26,3,3,14,2,0,1
35,0,0,0,59,0,0,5,7,10,5,7,10,5,8,6,1,5,6,0,7,5,6,10,1
95,0,0,0,4,0,0,0,7,8,11,7,12,0,12,1,8,2,9,2,4,6,5,6,1
38,0,0,0,0,61,0,0,1,5,14,2,5,3,16,0,5,7,15,3,7,2,5,10,0
51,0,0,0,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
100,0,0,0,0,0,0,0,4,6,4,4,3,11,9,6,4,12,16,6,1,4,5,5,0
0,20,0,0,2,55,21,0,0,0,4,9,7,15,14,10,12,13,11,0,4,1,0,0,0
0,73,4,0,0,22,0,0,3,3,2,1,6,3,6,12,2,9,14,11,9,6,11,2,0
32,13,4,3,9,17,10,8,0,3,12,7,7,16,6,0,3,8,3,2,6,18,8,1,0
70,4,8,0,0,8,3,3,14,4,9,8,10,8,2,5,11,7,6,2,6,6,0,2,0
61,0,1,0,29,0,5,2,11,14,10,14,11,1,0,10,8,4,4,6,0,4,2,1,0
74,4,18,0,0,1,0,0,5,3,8,7,5,6,9,9,9,5,7,4,3,2,8,10,0
19,3,32,0,14,6,21,2,10,14,13,9,8,5,5,1,5,1,4,13,6,0,2,4,0
60,0,0,0,34,2,3,0,11,12,12,10,13,9,7,6,10,4,1,1,3,0,0,1,0
38,4,16,6,5,0,19,9,0,4,7,6,0,14,3,7,0,4,10,12,0,7,13,5,0
44,0,3,1,48,0,0,2,8,8,2,1,8,4,1,0,10,1,0,0,12,12,10,5,0
33,0,0,0,66,0,0,0,14,11,14,6,2,0,0,0,1,0,0,0,0,0,1,6,0
79,0,0,0,20,0,0,0,9,6,8,7,8,2,5,0,3,0,3,0,5,0,4,0,0
64,0,0,0,35,0,0,0,0,2,0,13,0,1,0,10,0,0,1,10,1,1,3,13,0
69,0,0,0,30,0,0,0,12,12,7,0,7,6,1,0,7,19,10,0,2,9,8,0,0
0,0,0,0,100,0,0,0,14,0,1,0,12,1,15,3,8,8,10,12,2,9,4,1,0
7,19,23,4,8,5,21,9,1,9,3,7,4,17,1,5,4,8,11,0,2,18,9,1,0
6,2,25,8,10,6,26,12,3,10,6,2,5,18,6,10,6,14,6,1,3,7,3,0,0
8,0,22,12,17,6,32,0,0,2,3,12,0,13,7,2,3,11,10,2,2,6,4,2,0
14,37,0,0,0,10,36,0,0,0,5,10,0,11,7,2,0,16,13,4,0,1,6,0,0
82,0,0,8,0,8,0,0,0,1,0,0,0,6,3,2,0,2,9,2,0,0,1,3,0
9,2,15,12,28,6,23,1,3,15,2,6,8,7,4,4,10,10,5,12,2,5,4,2,0
0,8,0,0,91,0,0,0,8,7,6,0,6,6,5,4,3,4,7,3,6,4,11,0,0
21,19,3,0,7,7,21,19,0,1,1,7,0,4,5,10,0,10,11,10,0,8,3,3,0
6,11,10,16,39,0,11,5,4,5,5,0,10,11,6,1,7,10,6,2,4,16,9,1,0
10,4,8,3,42,12,17,0,2,5,1,4,0,10,5,4,3,10,6,13,2,5,12,7,0
0,0,0,0,100,0,0,0,3,4,4,1,1,11,2,0,0,5,7,2,0,1,5,1,0
1,2,45,16,20,5,6,0,8,7,1,11,6,12,7,8,1,9,8,6,0,3,6,7,0
0,0,0,23,22,54,0,0,0,1,1,2,0,9,10,12,4,5,2,2,0,4,5,1,0
33,7,0,8,41,0,8,0,0,2,2,4,10,8,2,5,3,7,3,5,0,3,7,9,0
0,0,8,0,60,0,23,8,1,0,1,3,10,9,4,7,11,6,6,14,6,9,6,4,0
65,0,0,0,0,0,0,34,1,8,3,0,0,4,5,0,3,8,2,0,3,4,0,0,0
27,0,0,13,59,0,0,0,1,0,1,5,0,7,8,6,1,3,7,2,1,0,3,3,0
0,0,15,0,52,21,0,9,1,1,5,11,4,3,3,5,5,8,4,1,3,2,7,1,0
7,3,38,6,15,8,11,7,4,5,0,0,1,15,5,0,6,17,10,8,8,9,6,6,0
1,3,4,11,10,3,57,6,2,3,6,9,6,6,7,10,10,12,10,7,2,3,4,3,0
73,0,0,26,0,0,0,0,1,3,1,1,3,3,3,12,0,0,1,7,0,2,2,0,0
4,0,0,0,91,0,0,4,1,2,8,0,1,0,6,2,1,4,5,0,3,1,1,0,0
31,3,8,10,25,1,2,16,10,14,13,4,11,9,6,3,4,9,1,0,4,11,0,1,0
100,0,0,0,0,0,0,0,0,1,10,7,0,2,12,13,0,2,12,14,0,1,11,13,0
9,0,6,11,27,11,31,2,8,9,2,9,5,7,11,6,4,2,12,7,10,6,0,2,0
35,6,0,1,35,0,14,7,2,7,7,1,5,11,11,1,17,7,7,0,11,2,0,4,0
55,0,0,0,0,0,0,44,0,0,3,6,0,5,11,6,0,3,19,1,0,7,6,0,0
5,0,5,10,22,14,37,3,0,9,1,5,0,6,2,4,13,9,0,2,20,17,5,7,0
11,4,26,4,20,4,17,9,1,5,8,6,1,7,13,4,0,8,13,11,0,3,15,5,0
20,3,1,0,26,0,31,15,7,7,6,11,0,2,13,13,1,6,13,4,2,7,4,4,0
22,27,24,0,0,4,9,12,2,5,9,0,2,6,3,7,4,1,17,11,3,3,17,10,0
57,0,12,0,0,6,23,0,0,10,10,0,2,5,13,7,1,8,16,10,0,7,11,0,0
19,4,4,4,49,6,5,4,8,22,14,5,6,10,8,5,7,2,7,2,0,3,0,1,0
13,0,63,3,19,0,0,0,4,3,0,5,6,6,0,1,1,9,4,5,0,9,14,10,0
14,4,7,0,3,5,49,14,0,1,18,10,0,10,7,8,2,19,6,5,8,6,0,0,0
12,8,12,4,31,12,6,12,8,9,9,6,7,8,16,0,2,10,8,4,0,5,7,1,0
75,0,0,0,24,0,0,0,0,5,4,0,0,3,15,0,0,5,9,0,0,6,16,0,0
62,0,0,0,27,0,6,4,4,4,0,1,2,6,0,0,9,8,4,4,1,6,0,1,0
61,6,2,0,20,0,0,8,3,7,14,8,0,0,9,19,0,2,5,12,0,4,5,12,0
58,0,0,0,41,0,0,0,1,0,12,0,4,2,10,3,1,4,14,3,1,1,12,4,0
11,3,19,5,26,10,18,5,13,9,18,4,8,4,3,6,3,3,8,1,1,9,5,5,0
36,4,3,28,13,0,5,7,0,12,8,1,0,8,8,15,1,7,8,9,2,5,6,10,0
28,13,8,6,13,16,5,6,6,3,1,0,2,5,3,0,8,2,3,1,12,4,2,0,0
46,0,19,3,16,8,0,5,6,11,1,0,7,5,4,7,7,10,6,5,7,4,9,11,0
47,9,8,3,29,0,0,1,7,14,16,0,5,3,6,4,7,2,3,2,13,8,10,0,0
3,0,3,34,46,0,10,1,6,18,19,21,0,0,5,13,0,3,6,0,0,4,4,1,0
19,13,14,0,52,0,0,0,0,0,6,5,5,4,7,2,0,2,3,3,0,0,0,0,0
77,20,0,0,2,0,0,0,0,0,5,4,1,6,7,7,5,9,7,8,0,1,0,10,0
0,47,0,0,0,52,0,0,0,1,4,0,0,2,2,0,1,8,10,0,4,0,2,0,0
35,0,0,25,24,6,6,0,4,0,5,1,7,8,5,13,6,8,3,11,4,3,2,8,0
0,0,32,0,67,0,0,0,0,0,2,7,2,0,0,0,1,0,0,1,0,6,7,7,0
0,0,0,0,100,0,0,0,9,4,1,0,1,1,0,1,0,0,5,0,1,0,0,0,0
0,17,0,0,43,0,39,0,0,5,6,2,0,1,3,0,3,3,2,0,15,0,3,6,0
0,0,0,0,81,18,0,0,1,2,0,0,1,1,0,4,1,2,5,1,4,4,2,1,0
50,0,0,0,34,14,0,0,0,1,0,5,0,0,4,5,1,3,3,1,0,0,0,0,0
24,0,0,0,28,0,13,34,0,0,6,1,0,6,7,0,0,8,9,3,2,1,0,1,0
26,44,0,15,0,0,0,13,6,3,0,0,9,5,1,0,8,4,0,3,9,2,1,0,0
23,0,0,0,37,0,9,29,1,3,1,1,3,8,2,0,1,13,20,1,3,2,0,1,0
20,46,15,11,6,0,0,0,0,8,4,6,0,8,5,8,1,2,1,7,7,3,4,1,0
43,0,3,6,11,16,18,0,6,9,3,5,1,0,2,5,1,0,4,2,5,14,12,0,0
7,0,0,0,0,81,0,11,0,1,6,2,0,4,5,3,4,9,10,2,1,0,4,1,0
13,5,17,1,22,18,9,11,3,5,13,9,3,1,10,8,1,1,6,10,7,7,9,7,0
4,4,2,9,29,7,21,20,0,2,0,0,0,3,2,2,3,7,8,1,3,4,10,0,0
80,0,0,0,0,0,0,19,0,0,1,8,1,6,7,9,2,11,11,12,0,2,3,11,0
65,19,0,0,14,0,0,0,1,3,0,3,0,9,4,2,0,8,2,1,0,0,4,3,0
3,35,0,0,37,7,15,0,3,11,10,4,1,8,2,3,3,6,5,0,7,2,11,1,0
0,0,30,35,11,0,17,4,5,4,9,0,6,10,9,4,3,10,14,8,4,6,2,1,0
10,0,0,3,42,29,12,0,0,0,4,12,0,3,4,4,1,6,7,13,1,2,1,4,0
57,6,0,0,0,21,14,0,0,7,2,2,1,0,6,11,12,6,8,12,11,8,5,3,0
25,0,0,0,0,29,0,45,4,6,2,0,2,3,2,2,2,4,2,3,0,2,0,1,0
6,0,15,11,52,2,7,3,3,2,2,5,6,12,6,12,2,9,7,4,0,0,7,1,0
17,0,53,0,28,0,0,0,5,5,0,0,8,4,0,1,9,3,1,1,0,2,7,1,0
60,0,0,0,39,0,0,0,2,9,3,2,3,4,15,4,0,1,12,1,0,0,2,1,0
5,0,14,9,24,8,34,3,4,7,2,1,19,9,13,1,12,10,10,5,5,0,1,1,0
0,5,56,11,0,9,9,6,0,4,0,7,2,5,6,17,0,4,10,7,0,0,9,2,0
12,0,13,4,62,0,7,0,3,3,4,6,7,2,4,4,8,6,11,5,7,2,2,2,0
23,9,8,20,9,4,22,0,0,6,8,1,0,6,9,3,3,8,14,11,0,3,9,2,0
18,4,6,5,16,12,29,6,6,14,11,9,3,12,7,0,2,4,3,4,6,4,11,4,0
13,8,31,3,25,3,7,6,2,8,5,2,1,10,2,5,3,5,3,5,0,0,14,1,0
26,0,0,0,73,0,0,0,0,1,0,0,3,5,1,2,6,3,2,3,2,0,0,0,0
13,9,5,44,27,0,0,0,1,4,1,8,8,13,3,5,5,5,2,1,8,20,8,8,0
4,4,15,2,9,19,42,1,2,6,3,4,5,9,2,3,2,13,5,3,15,11,5,12,0
55,0,0,4,21,3,15,0,9,2,5,1,3,6,21,2,6,6,8,0,3,7,6,0,0
5,6,3,6,12,11,51,2,8,5,5,0,9,8,9,0,13,14,5,5,13,6,0,0,0
2,10,9,9,32,22,9,2,5,9,11,6,5,9,12,5,2,5,14,2,1,8,4,2,0
8,11,14,4,23,10,22,4,13,11,1,4,13,1,2,1,9,6,1,0,13,19,5,1,0
0,0,7,33,40,12,6,0,1,4,0,0,2,13,8,3,0,4,1,0,0,0,0,0,0
0,0,0,0,100,0,0,0,0,7,5,2,0,16,4,3,5,8,3,1,0,3,2,3,0
10,0,42,3,20,11,8,4,15,11,4,6,4,7,3,3,8,6,4,7,4,9,3,6,0
5,26,25,14,10,17,0,0,4,11,7,1,6,6,4,1,5,3,3,13,1,1,3,7,0
79,0,0,0,20,0,0,0,0,0,0,0,0,0,13,5,2,13,5,4,0,0,2,3,0
11,3,27,8,11,1,11,22,9,6,2,5,0,1,8,6,0,5,6,5,0,3,12,13,0
27,11,26,0,12,3,4,13,6,10,5,0,8,9,8,4,1,9,8,4,8,7,9,4,0
24,0,28,0,28,0,18,0,0,3,3,2,4,6,6,6,4,7,1,7,3,4,3,8,0
100,0,0,0,0,0,0,0,5,14,11,5,8,15,6,6,5,9,5,7,2,1,1,0,0
100,0,0,0,0,0,0,0,3,0,0,1,2,0,0,1,3,0,1,3,7,1,1,2,0
97,0,2,0,0,0,0,0,2,5,2,0,10,8,13,2,8,6,10,2,12,9,9,2,0
71,2,0,0,26,0,0,0,2,3,0,7,2,13,3,18,2,8,7,15,1,3,5,11,0
16,25,14,0,39,4,0,0,3,13,4,3,6,9,4,2,4,8,5,1,2,18,1,1,0
17,24,13,36,1,4,1,1,7,13,4,1,5,12,18,5,0,3,10,2,0,5,2,2,1
14,0,0,0,44,0,29,12,2,6,1,1,5,11,3,0,5,1,1,0,0,0,0,0,1
0,0,0,0,20,0,14,65,0,0,0,0,1,2,13,0,2,0,22,0,2,2,3,0,1
43,0,0,18,31,0,0,6,0,1,1,0,1,9,11,4,0,9,4,1,0,0,1,1,1
0,0,0,8,8,0,6,76,0,1,1,2,0,4,6,4,1,18,2,0,2,3,0,0,1
0,5,8,0,0,0,86,0,0,0,0,0,0,6,7,5,2,11,3,2,0,2,0,0,1
22,0,0,0,36,0,0,41,0,2,6,2,0,5,14,1,6,5,10,2,0,0,1,1,1
12,0,0,21,0,0,0,65,0,1,4,0,0,3,19,1,5,9,6,0,2,4,7,0,1
27,0,62,0,0,10,0,0,5,8,5,0,2,9,11,0,0,2,9,3,0,13,1,1,1
11,0,36,0,0,0,15,36,0,2,4,0,0,0,11,2,0,8,3,0,3,1,1,0,1
67,0,0,6,25,0,0,0,0,5,8,0,0,8,11,0,0,6,5,1,0,0,0,1,1
0,0,0,0,23,0,0,76,0,0,1,1,0,2,12,4,3,7,11,0,0,2,5,0,1
0,0,4,4,5,0,80,4,0,0,4,5,1,0,10,7,4,4,9,0,0,4,0,0,1
49,0,0,0,28,0,0,21,0,0,6,11,2,1,9,6,4,8,2,9,7,7,1,0,1
0,0,0,14,0,0,0,85,8,1,9,2,1,0,12,1,0,4,8,0,0,1,1,0,1
